Number,Type,Common Name,Category,Classification,RA,Dec,R_Flux,Tag,Comments,ID
793,Source,IGR J14579-4308,AGN,Seyfert 2 Galaxy,224.42158,-43.13211,9.67E-12,Known Source,,
794,Source,IGR J15539-6142,AGN,Seyfert 2 Galaxy,238.397436,-61.6830656,2.09E-12,Known Source,,
795,Source,IGR J15549-3740,AGN,Seyfert 2 Galaxy,238.6947958,-37.63865661,4.76E-12,Known Source,,
796,Source,IGR J16024-6107,AGN,Seyfert 2 Galaxy,240.4509244,-61.14850842,4.61E-12,Known Source,,
797,Source,IGR J17009+3559,AGN,Seyfert 2 Galaxy,255.2208085,35.99897586,,Known Source,,
798,Source,IGR J17379-5957,AGN,Seyfert 2 Galaxy,264.4128321,-59.94073467,1.12E-11,Known Source,,
799,Source,IGR J17488-3253,AGN,Seyfert 2 Galaxy,267.22971,-32.91447,2.09E-11,Known Source,,
800,Source,IGR J18244-5622,AGN,Seyfert 2 Galaxy,276.0807605,-56.36908601,6.07E-12,Known Source,,
801,Source,IGR J18259-0706,AGN,Seyfert 2 Galaxy,276.48996,-7.17306,4.04E-12,Known Source,,
802,Source,IGR J18308+0928,AGN,Seyfert 2 Galaxy,277.7109769,9.478306285,1.39E-12,Known Source,,
803,Source,IGR J19473+4452,AGN,Seyfert 2 Galaxy,296.83075,44.828475,6.24E-12,Known Source,,
804,Source,IGR J20187+4041,AGN,Seyfert 2 Galaxy,304.661317,40.683442,5.44E-12,Known Source,,
805,Source,IGR J20216+4359,AGN,Seyfert 2 Galaxy,305.4542467,44.01089549,2.33E-12,Known Source,,
806,Source,IGR J20286+2544,AGN,Seyfert 2 Galaxy,307.146087,25.733383,2.46E-12,Known Source,,
807,Source,IGR J21247+5058,AGN,Seyfert 2 Galaxy,321.1640514,50.97383732,6.6E-11,Known Source,,
808,Source,IGR J23206+6431,AGN,Seyfert 2 Galaxy,350.1524283,64.51244141,6.84E-12,Known Source,,
809,Source,IGR J23308+7120,AGN,Seyfert 2 Galaxy,352.6569691,71.37960808,2.19E-12,Known Source,,
810,Source,IGR J23524+5842,AGN,Seyfert 2 Galaxy,358.0923858,58.75857977,3.96E-12,Known Source,,
811,Source,IRAS 04410+2807,AGN,Seyfert 2 Galaxy,71.03754741,28.21688449,1.58E-11,Known Source,,
812,Source,IRAS F09104+4109,AGN,Seyfert 2 Galaxy,138.43998,40.94187,6.11E-12,Known Source,,
813,Source,LEDA 15023,AGN,Seyfert 2 Galaxy,65.9198507,4.133839096,2.19E-12,Known Source,,
814,Source,LEDA 1574394,AGN,Seyfert 2 Galaxy,78.83231734,18.91432709,3.91E-12,Known Source,,
815,Source,LEDA 17155,AGN,Seyfert 2 Galaxy,80.25583109,-25.3625894,7.21E-12,Known Source,,
816,Source,LEDA 178130,AGN,Seyfert 2 Galaxy,76.44054271,-23.85391563,1.98E-11,Known Source,,
817,Source,LEDA 213255,AGN,Seyfert 2 Galaxy,58.42697073,37.23546797,5.46E-12,Known Source,,
818,Source,LEDA 214543,AGN,Seyfert 2 Galaxy,252.6781314,4.605077072,7.84E-12,Known Source,,
819,Source,LEDA 2182842,AGN,Seyfert 2 Galaxy,291.6258911,41.55138967,8.75E-12,Known Source,,
820,Source,LEDA 2265450,AGN,Seyfert 2 Galaxy,137.8748771,45.46826617,2.55E-12,Known Source,,
821,Source,LEDA 2287192,AGN,Seyfert 2 Galaxy,42.61329518,46.79147882,7.3E-12,Known Source,,
822,Source,LEDA 255906,AGN,Seyfert 2 Galaxy,116.9097389,-73.43142592,4.46E-12,Known Source,,
823,Source,LEDA 3095635,AGN,Seyfert 2 Galaxy,49.57960528,68.49220618,6.2E-12,Known Source,,
824,Source,LEDA 3800210,AGN,Seyfert 2 Galaxy,195.022283,16.53743305,2.58E-12,Known Source,,
825,Source,LEDA 563146,AGN,Seyfert 2 Galaxy,212.6866981,-42.47584607,3.01E-12,Known Source,,
826,Source,LEDA 64440,AGN,Seyfert 2 Galaxy,304.5053918,-55.65877502,6.25E-12,Known Source,,
827,Source,LEDA 86424,AGN,Seyfert 2 Galaxy,190.1932808,27.56496526,2.58E-12,Known Source,,
828,Source,LEDA 89928,AGN,Seyfert 2 Galaxy,42.24728295,26.5109891,5.94E-12,Known Source,,
829,Source,LEDA 96373,AGN,Seyfert 2 Galaxy,111.6097252,-35.90604033,1.64E-12,Known Source,,
830,Source,LEDA 97085,AGN,Seyfert 2 Galaxy,79.094633,19.453114,3.83E-12,Known Source,,
831,Source,LEDA 97536,AGN,Seyfert 2 Galaxy,247.6360669,39.38419536,1.95E-12,Known Source,,
832,Source,M 81,AGN,Seyfert 2 Galaxy,148.8882194,69.06529514,3.36E-11,Known Source,,
833,Source,MCG+04-26-006,AGN,Seyfert 2 Galaxy,161.677152,25.931547,3.09E-12,Known Source,,
834,Source,MCG+05-28-032,AGN,Seyfert 2 Galaxy,177.1915,29.641272,7.01E-12,Known Source,,
835,Source,MCG+09-28-001,AGN,Seyfert 2 Galaxy,253.0786894,55.90554066,5.57E-12,Known Source,,
836,Source,MCG+10-17-061,AGN,Seyfert 2 Galaxy,176.3880261,58.97814911,7.33E-12,Known Source,,
837,Source,MCG+13-08-056,AGN,Seyfert 2 Galaxy,168.6830762,79.72668774,2.17E-12,Known Source,,
838,Source,MCG+14-08-004,AGN,Seyfert 2 Galaxy,244.8305851,81.04649644,3.48E-12,Known Source,,
839,Source,MCG-01-05-031,AGN,Seyfert 2 Galaxy,26.35612564,-3.827137276,4.52E-11,Known Source,,
840,Source,MCG-01-22-006,AGN,Seyfert 2 Galaxy,125.7545661,-4.934882865,6.95E-12,Known Source,,
841,Source,MCG-01-40-001,AGN,Seyfert 2 Galaxy,233.3362456,-8.700493814,1.07E-11,Known Source,,
842,Source,MCG-05-23-016,AGN,Seyfert 2 Galaxy,146.9172217,-30.94887799,1.19E-10,Known Source,,
843,Source,Mrk 1,AGN,Seyfert 2 Galaxy,19.0300533,33.0893478,3.03E-09,Known Source,,
844,Source,Mrk 1210,AGN,Seyfert 2 Galaxy,121.0244201,5.113839827,7.72E-12,Known Source,,
845,Source,Mrk 1498,AGN,Seyfert 2 Galaxy,247.0169004,51.77541029,1.35E-11,Known Source,,
846,Source,Mrk 18,AGN,Seyfert 2 Galaxy,135.4933524,60.15170559,1.39E-12,Known Source,,
847,Source,Mrk 198,AGN,Seyfert 2 Galaxy,182.308784,47.058357,7.8E-12,Known Source,,
848,Source,Mrk 268,AGN,Seyfert 2 Galaxy,205.2964011,30.37812479,4.38E-12,Known Source,,
849,Source,Mrk 3,AGN,Seyfert 2 Galaxy,93.90117177,71.03745478,6.39E-12,Known Source,,
850,Source,Mrk 348,AGN,Seyfert 2 Galaxy,12.19642283,31.95696794,3.63E-11,Known Source,,
851,Source,Mrk 417,AGN,Seyfert 2 Galaxy,162.3788583,22.96454869,1.71E-12,Known Source,,
852,Source,Mrk 477,AGN,Seyfert 2 Galaxy,220.1587337,53.50443375,1.53E-11,Known Source,,
853,Source,Mrk 506,AGN,Seyfert 2 Galaxy,260.6663821,30.88128437,5.86E-12,Known Source,,
854,Source,Mrk 520,AGN,Seyfert 2 Galaxy,330.1723023,10.552232,1.3E-11,Known Source,,
855,Source,Mrk 915,AGN,Seyfert 2 Galaxy,339.1937424,-12.5452464,1.4E-11,Known Source,,
856,Source,NGC 1052,AGN,Seyfert 2 Galaxy,40.26999375,-8.255764431,6.95E-12,Known Source,,
857,Source,NGC 1068,AGN,Seyfert 2 Galaxy,40.66962153,-0.013294358,2.84E-11,Known Source,,
858,Source,NGC 1142,AGN,Seyfert 2 Galaxy,43.80096313,-0.183557542,1.04E-11,Known Source,,
859,Source,NGC 1194,AGN,Seyfert 2 Galaxy,45.95463501,-1.103726418,1.36E-12,Known Source,,
860,Source,NGC 1808,AGN,Seyfert 2 Galaxy,76.926429,-37.51305,1.61E-12,Known Source,,
861,Source,NGC 2110,AGN,Seyfert 2 Galaxy,88.04740361,-7.456252074,1.06E-10,Known Source,,
862,Source,NGC 2655,AGN,Seyfert 2 Galaxy,133.907213,78.223083,2.73E-12,Known Source,,
863,Source,NGC 3079,AGN,Seyfert 2 Galaxy,150.4911624,55.67984716,3.8E-12,Known Source,,
864,Source,NGC 3081,AGN,Seyfert 2 Galaxy,149.8730988,-22.82631871,1.02E-12,Known Source,,
865,Source,NGC 3281,AGN,Seyfert 2 Galaxy,157.967025,-34.853722,3.5E-12,Known Source,,
866,Source,NGC 3718,AGN,Seyfert 2 Galaxy,173.1452382,53.06792228,1.7E-12,Known Source,,
867,Source,NGC 3998,AGN,Seyfert 2 Galaxy,179.4838892,55.45358957,1.38E-11,Known Source,,
868,Source,NGC 4074,AGN,Seyfert 2 Galaxy,181.1236109,20.31629289,3.89E-12,Known Source,,
869,Source,NGC 424,AGN,Seyfert 2 Galaxy,17.86516043,-38.0834503,1.39E-12,Known Source,,
870,Source,NGC 4258,AGN,Seyfert 2 Galaxy,184.740083,47.303719,3.58E-11,Known Source,,
871,Source,NGC 4388,AGN,Seyfert 2 Galaxy,186.445083,12.662069,7.17E-11,Known Source,,
872,Source,NGC 4395,AGN,Seyfert 2 Galaxy,186.4535971,33.54686116,1.04E-11,Known Source,,
873,Source,NGC 4501,AGN,Seyfert 2 Galaxy,187.9964688,14.42031916,2.77E-12,Known Source,,
874,Source,NGC 4507,AGN,Seyfert 2 Galaxy,188.9026412,-39.909364,1.32E-11,Known Source,,
875,Source,NGC 4579,AGN,Seyfert 2 Galaxy,189.4314,11.8183,8.69E-12,Known Source,,
876,Source,NGC 4619,AGN,Seyfert 2 Galaxy,190.435631,35.06276794,3.09E-12,Known Source,,
877,Source,NGC 4686,AGN,Seyfert 2 Galaxy,191.6661991,54.53424726,1.02E-12,Known Source,,
878,Source,NGC 4736,AGN,Seyfert 2 Galaxy,192.7211408,41.12025025,2.95E-11,Known Source,,
879,Source,NGC 4939,AGN,Seyfert 2 Galaxy,196.0597002,-10.3395279,1.31E-12,Known Source,,
880,Source,NGC 4941,AGN,Seyfert 2 Galaxy,196.0545985,-5.551598001,1.21E-08,Known Source,,
881,Source,NGC 4945,AGN,Seyfert 2 Galaxy,196.363663,-49.4679,3.22E-12,Known Source,,
882,Source,NGC 5033,AGN,Seyfert 2 Galaxy,198.364729,36.59365,2.83E-12,Known Source,,
883,Source,NGC 5100,AGN,Seyfert 2 Galaxy,200.2482262,8.978337333,4.55E-12,Known Source,,
884,Source,NGC 5135,AGN,Seyfert 2 Galaxy,201.433579,-29.833678,0.000000465,Known Source,,
885,Source,NGC 5231,AGN,Seyfert 2 Galaxy,203.9510155,2.998901247,5.89E-12,Known Source,,
886,Source,NGC 5252,AGN,Seyfert 2 Galaxy,204.5661282,4.542644796,5E-11,Known Source,,
887,Source,NGC 526,AGN,Seyfert 2 Galaxy,20.97657177,-35.06547524,3.01E-11,Known Source,,
888,Source,NGC 5290,AGN,Seyfert 2 Galaxy,206.329825,41.71235376,7.81E-12,Known Source,,
889,Source,NGC 5506,AGN,Seyfert 2 Galaxy,213.3119838,-3.207654697,9.95E-11,Known Source,,
890,Source,NGC 5674,AGN,Seyfert 2 Galaxy,218.4678284,5.458365939,6.51E-12,Known Source,,
891,Source,NGC 5728,AGN,Seyfert 2 Galaxy,220.5995494,-17.25312244,1.5E-12,Known Source,,
892,Source,NGC 5899,AGN,Seyfert 2 Galaxy,228.76355,42.049853,5.16E-12,Known Source,,
893,Source,NGC 5995,AGN,Seyfert 2 Galaxy,237.1039432,-13.75756721,2.08E-11,Known Source,,
894,Source,NGC 6221,AGN,Seyfert 2 Galaxy,253.193037,-59.216942,1.02E-11,Known Source,,
895,Source,NGC 6240,AGN,Seyfert 2 Galaxy,253.2454,2.4009,5.67E-12,Known Source,,
896,Source,NGC 6251,AGN,Seyfert 2 Galaxy,248.1332079,82.53788886,3.56E-12,Known Source,,
897,Source,NGC 6300,AGN,Seyfert 2 Galaxy,259.2480909,-62.82054072,1.85E-11,Known Source,,
898,Source,NGC 6552,AGN,Seyfert 2 Galaxy,270.030216,66.6151001,1.04E-12,Known Source,,
899,Source,NGC 6860,AGN,Seyfert 2 Galaxy,302.1953608,-61.09993945,2.25E-11,Known Source,,
900,Source,NGC 7130,AGN,Seyfert 2 Galaxy,327.0814218,-34.95124778,2.62E-08,Known Source,,
901,Source,NGC 7172,AGN,Seyfert 2 Galaxy,330.507904,-31.869889,5.43E-11,Known Source,,
902,Source,NGC 7314,AGN,Seyfert 2 Galaxy,338.9424939,-26.05043472,4.36E-11,Known Source,,
903,Source,NGC 7465,AGN,Seyfert 2 Galaxy,345.5040015,15.96478779,3.76E-10,Known Source,,
904,Source,NGC 7582,AGN,Seyfert 2 Galaxy,349.5983,-42.3704,5.9E-12,Known Source,,
905,Source,NGC 788,AGN,Seyfert 2 Galaxy,30.2769287,-6.815874947,1.41E-12,Known Source,,
906,Source,PBC J1127.7-5320,AGN,Seyfert 2 Galaxy,171.891375,-53.340836,1.61E-12,Known Source,,
907,Source,PKS 1345+12,AGN,Seyfert 2 Galaxy,206.8890067,12.29006664,1.15E-12,Known Source,,
908,Source,QSO B0831+557,AGN,Seyfert 2 Galaxy,128.7287666,55.57251954,8.89E-11,Known Source,,
909,Source,RHS 23,AGN,Seyfert 2 Galaxy,53.60210343,-15.22775709,5.85E-12,Known Source,,
910,Source,SWIFT J1852.8+3002,AGN,Seyfert 2 Galaxy,283.20625,30.07425,2.08E-12,Known Source,,
911,Source,UGC 11397,AGN,Seyfert 2 Galaxy,285.9547339,33.84475436,7.33E-12,Known Source,,
912,Source,UGC 12040,AGN,Seyfert 2 Galaxy,336.7740093,36.36155243,1.72E-12,Known Source,,
913,Source,UGC 3142,AGN,Seyfert 2 Galaxy,70.94499808,28.97193214,6.72E-12,Known Source,,
914,Source,Z 312-12,AGN,Seyfert 2 Galaxy,142.4078013,62.54403456,1.32E-12,Known Source,,
915,Source,Z 333-38,AGN,Seyfert 2 Galaxy,158.59809,73.01397826,4.6E-12,Known Source,,
916,Source,Z 333-49,AGN,Seyfert 2 Galaxy,161.0356446,70.40532904,3.75E-12,Known Source,,
917,Source,Z 341-6,AGN,Seyfert 2 Galaxy,281.359529,72.183564,5.53E-12,Known Source,,
918,Source,Z 41-20,AGN,Seyfert 2 Galaxy,180.2414259,6.806401986,7.1E-12,Known Source,,
919,Source,Z 420-15,AGN,Seyfert 2 Galaxy,73.35725122,4.061613879,1.59E-12,Known Source,,
920,Source,1AXG J111513+5319,Cluster of Galaxies,Cluster of Galaxies,168.8117,53.3317,3.91E-12,Known Source,,
921,Source,4U 0739-19,Cluster of Galaxies,Cluster of Galaxies,116.8805,-19.2944,5.46E-10,Known Source,,
922,Source,4U 0900-09,Cluster of Galaxies,Cluster of Galaxies,137.285,-9.6661,2.3E-10,Known Source,,
923,Source,Abell 2163,Cluster of Galaxies,Cluster of Galaxies,243.942,-6.1473,1.25E-12,Known Source,,
924,Source,Abell 2261,Cluster of Galaxies,Cluster of Galaxies,260.612,32.1328,8.51E-12,Known Source,,
925,Source,Abell 4038,Cluster of Galaxies,Cluster of Galaxies,356.8796,-28.2028,,Known Source,,
926,Source,ACO 3667,Cluster of Galaxies,Cluster of Galaxies,303.14033,-56.84064,2.65E-11,Known Source,,
927,Source,Virgo Cluster,Cluster of Galaxies,Cluster of Galaxies,186.6337,12.7233,,Known Source,,
928,Source,1RXS J095750.4-420801,CV,CV,149.4610275,-42.1431862,6.42E-12,Known Source,,
929,Source,1RXS J211336.1+542226,CV,CV,318.3974286,54.37581679,1.25E-11,Known Source,,
930,Source,3A 0527-329,CV,CV,82.35637184,-32.81775006,5.95E-11,Known Source,,
931,Source,AO Psc,CV,CV,343.824942,-3.177772731,6.68E-11,Known Source,,
932,Source,AX J1832.3-0840,CV,CV,278.0804646,-8.675067803,1.14E-11,Known Source,,
933,Source,BY Cam,CV,CV,85.70333897,60.85871559,1.12E-11,Known Source,,
934,Source,EI Psc,CV,CV,352.4758944,6.469887784,1.01E-12,Known Source,,
935,Source,FO Aqr,CV,CV,334.4807487,-8.351043054,5.53E-11,Known Source,,
936,Source,GK Per,CV,CV,52.80004119,43.90429721,2.73E-10,Known Source,,
937,Source,IGR J00234+6141,CV,CV,5.740185958,61.68543655,2.09E-12,Known Source,,
938,Source,IGR J04571+4527,CV,CV,74.27906207,45.46348901,1.79E-11,Known Source,,
939,Source,IGR J05346-5759,CV,CV,83.71077562,-58.02799031,2.72E-11,Known Source,,
940,Source,IGR J08390-4833,CV,CV,129.7046194,-48.52356081,8.21E-12,Known Source,,
941,Source,IGR J12123-5802,CV,CV,183.109246,-58.00569495,6.84E-12,Known Source,,
942,Source,IGR J14091-6108,CV,CV,212.19308,-61.13208,2.39E-12,Known Source,,
943,Source,IGR J14257-6117,CV,CV,216.2816178,-61.31612512,6.42E-12,Known Source,,
944,Source,IGR J14536-5522,CV,CV,223.4210698,-55.36075647,1.73E-11,Known Source,,
945,Source,IGR J15038-6021,CV,CV,226.067125,-60.356274,3.29E-12,Known Source,,
946,Source,IGR J15094-6649,CV,CV,227.3584035,-66.82313319,2.07E-11,Known Source,,
947,Source,IGR J15529-5029,CV,CV,238.1956024,-50.49819629,2.13E-12,Known Source,,
948,Source,IGR J16167-4957,CV,CV,244.1573413,-49.9790467,2.88E-11,Known Source,,
949,Source,IGR J16500-3307,CV,CV,252.4818257,-33.11724705,1.46E-11,Known Source,,
950,Source,IGR J16547-1916,CV,CV,253.682214,-19.27529501,1.9E-11,Known Source,,
951,Source,IGR J17014-4306,CV,CV,255.3673082,-43.10341873,1.09E-11,Known Source,,
952,Source,IGR J17195-4100,CV,CV,259.8995533,-41.0148694,3.9E-11,Known Source,,
953,Source,IGR J17303-0601,CV,CV,262.5912568,-5.992177882,2.07E-11,Known Source,,
954,Source,IGR J18007-4146,CV,CV,270.1779359,-41.7806255,4.28E-12,Known Source,,
955,Source,IGR J18151-1052,CV,CV,273.7660358,-10.85973209,3.08E-12,Known Source,,
956,Source,IGR J18308-1232,CV,CV,277.7080966,-12.53863047,7.33E-12,Known Source,,
957,Source,IGR J19267+1325,CV,CV,291.6124766,13.36805205,9.14E-12,Known Source,,
958,Source,IGR J20063+3641,CV,CV,301.593313,36.695436,4.04E-12,Known Source,,
959,Source,IGR J21095+4322,CV,CV,317.349429,43.326972,5.32E-12,Known Source,,
960,Source,IGR J21335+5105,CV,CV,323.4318119,51.12353598,4.42E-12,Known Source,,
961,Source,PBC J0801.2-4625,CV,CV,120.320304,-46.391156,2.66E-12,Known Source,,
962,Source,PQ Gem,CV,CV,117.8222001,14.73996524,2.4E-11,Known Source,,
963,Source,RX J0525.3+2413,CV,CV,81.34459254,24.22592169,1.33E-11,Known Source,,
964,Source,RX J0527.8-6954,CV,CV,81.95345101,-69.90246785,1.39E-12,Known Source,,
965,Source,RX J1238-38,CV,CV,189.56672,-38.71258,3.26E-11,Known Source,,
966,Source,RX J1940.2-1025,CV,CV,295.0475831,-10.42382547,1.84E-11,Known Source,,
967,Source,SWIFT J0746.2-1611,CV,CV,116.571312,-16.19102301,1.93E-11,Known Source,,
968,Source,V1062 Tau,CV,CV,75.61449093,24.75643277,2.58E-11,Known Source,,
969,Source,V2069 Cyg,CV,CV,320.9367561,42.30045413,1.28E-11,Known Source,,
970,Source,V2301 Oph,CV,CV,270.1480488,8.170533566,1.36E-11,Known Source,,
971,Source,V2400 Oph,CV,CV,258.151764,-24.24577055,6.14E-11,Known Source,,
972,Source,V2487 Oph,CV,CV,262.999187,-19.232258,7.41E-12,Known Source,,
973,Source,V405 Aur,CV,CV,89.49705604,53.89581291,1.93E-11,Known Source,,
974,Source,V515 And,CV,CV,13.8327218,46.21582984,2.8E-11,Known Source,,
975,Source,V709 Cas,CV,CV,7.203444747,59.28945382,6.53E-11,Known Source,,
976,Source,V834 Cen,CV,CV,212.2803598,-45.28778438,4.3E-11,Known Source,,
977,Source,XY Ari,CV,CV,44.034104,19.442811,7.96E-12,Known Source,,
978,Source,2EG J1813-1229,Pulsar,Pulsar,273.349033,-12.766842,1.2E-12,Known Source,,
979,Source,2EG J2033+4112,Pulsar,Pulsar,308.0546864,41.45676296,2.1E-12,Known Source,,
980,Source,AX J1550.8-5418,Pulsar,Pulsar,237.72575,-54.30664,2.15E-11,Known Source,,
981,Source,AX J1740.1-2847,Pulsar,Pulsar,265.0380541,-28.79050214,2.82E-12,Known Source,,
982,Source,CXOU J005758.4-721620,Pulsar,Pulsar,14.4933,-72.2722,1.66E-12,Known Source,,
983,Source,CXOU J164710.2-455216,Pulsar,Pulsar,251.79243,-45.8713,8.22E-12,Known Source,,
984,Source,Geminga,Pulsar,Pulsar,98.475638,17.770253,1.24E-12,Known Source,,
985,Source,GRO J1837+59,Pulsar,Pulsar,279.056921,59.424936,0.0000035,Known Source,,
986,Source,IGR J17088-4008,Pulsar,Pulsar,257.2042,-40.1528,1.12E-10,Known Source,,
987,Source,IGR J17233-2837,Pulsar,Pulsar,260.8466406,-28.63255845,2.25E-12,Known Source,,
988,Source,IGR J18179-1621,Pulsar,Pulsar,274.467417,-16.3588,2.69E-10,Known Source,,
989,Source,IGR J18490-0000,Pulsar,Pulsar,282.25762,-0.02197,4.36E-12,Known Source,,
990,Source,PSR B0656+14,Pulsar,Pulsar,104.9508167,14.2387222,1.34E-10,Known Source,,
991,Source,PSR B1055-52,Pulsar,Pulsar,164.4960208,-52.4489806,1.14E-09,Known Source,,
992,Source,PSR B1951+32,Pulsar,Pulsar,298.242421,32.87805,2.26E-08,Known Source,,
993,Source,PSR J0537-6910,Pulsar,Pulsar,84.44443,-69.17141,4.64E-11,Known Source,,
994,Source,PSR J1023+0038,Pulsar,Pulsar,155.9486841,0.644723859,1.24E-11,Known Source,,
995,Source,PSR J1930+1852,Pulsar,Pulsar,292.62554,18.87058,1.86E-11,Known Source,,
996,Source,SGR 1806-20,Pulsar,Pulsar,272.16385,-20.41114,1.11E-11,Known Source,,
997,Source,SWIFT J0243.6+6124,Pulsar,Pulsar,40.9184387,61.43437707,2.02E-09,Known Source,,
998,Source,XSS J12270-4859,Pulsar,Pulsar,186.994782,-48.89522905,7.59E-12,Known Source,,
999,Source,XTE J1810-197,Pulsar,Pulsar,272.4628,-19.73105,5.92E-08,Known Source,,
1000,Source,XTE J1829-098,Pulsar,Pulsar,277.43338,-9.8564,,Known Source,,
1001,Source,3C 58,SNR,SNR,31.4043,64.8283,3.12E-10,Known Source,,
1002,Source,4U 0000+72,SNR,SNR,1.65,72.78,4.14E-11,Known Source,,
1003,Source,AX J1721.0-3726,SNR,SNR,260.275,-37.448,2.64E-11,Known Source,,
1004,Source,AX J1838.0-0655,SNR,SNR,279.51304,-6.92594,6.99E-12,Known Source,,
1005,Source,IGR J17448-3232,SNR,SNR,266.15608,-32.53894,3.84E-12,Known Source,,
1006,Source,IGR J18135-1751,SNR,SNR,273.39604,-17.83281,3.37E-11,Known Source,,
1007,Source,RX J1713.7-3946,SNR,SNR,258.112,-39.687,4.75E-10,Known Source,,
1008,Source,SN 1006,SNR,SNR,225.5921,-42.0969,3.52E-10,Known Source,,
1009,Source,SNR 021.5-00.9,SNR,SNR,278.39005,-10.568803,4.04E-12,Known Source,,
1010,Source,SNR 074.0-08.5,SNR,SNR,312.75,30.67,2.26E-09,Known Source,,
1011,Source,AX J1734.6-3234,Star,Be Star,263.6770506,-32.5816654,1.96E-12,Known Source,,
1012,Source,IGR J18173-2509,Star,Delta Sct Variable,274.342395,-25.14514196,1.76E-11,Known Source,,
1013,Source,AX J1440.7-6001,Star,Eclipsing Binary,220.1602711,-60.02690599,2.16E-12,Known Source,,
1014,Source,AX J1742.5-2845,Star,Eclipsing Binary,265.6264816,-28.74877821,1.05E-12,Known Source,,
1015,Source,CAL 87,Star,Eclipsing Binary,86.69392,-71.14831,1.7E-12,Known Source,,
1016,Source,V857 Cen,Star,Eruptive Variable,172.9438052,-41.04643795,4.23E-12,Known Source,,
1017,Source,AX J1556.7-5325,Star,Rotating Variable,239.182212,-53.41157808,1.83E-12,Known Source,,
1018,Source,AX J1719.1-3652,Star,Rotating Variable,259.8045984,-36.85675535,2.83E-12,Known Source,,
1019,Source,AX J1738.4-2902,Star,Rotating Variable,264.6091662,-29.03040238,0.000000853,Known Source,,
1020,Source,IGR J08023-6954,Star,RS CVn Variable,120.6735046,-69.89383082,,Known Source,,
1021,Source,AX J1633.8-4807,Star,Spectroscopic Binary,248.4682788,-48.11124345,1.3E-11,Known Source,,
1022,Source,AX J1856.1+0218,Star,Spectroscopic Binary,284.0398495,2.295491789,6.44E-12,Known Source,,
1023,Source,1H 1045-597,Star,Star,161.2647408,-59.68445878,3.77E-12,Known Source,,
1024,Source,2MASS J18082507-1753482,Star,Star,272.1044794,-17.89672264,1.88E-10,Known Source,,
1025,Source,AX J1445.7-5931,Star,Star,221.4320908,-59.53475548,1.62E-12,Known Source,,
1026,Source,AX J1456.0-5913,Star,Star,223.9150313,-59.21880817,3.04E-12,Known Source,,
1027,Source,AX J1740.5-2937,Star,Star,265.1433,-29.6303,1.12E-12,Known Source,,
1028,Source,IGR J21133+3154,Star,Star,318.33112,31.86869,0.000000322,Known Source,,
1029,Source,CH Cyg,Star,Symbiotic Star,291.1377739,50.24141529,7.72E-12,Known Source,,
1030,Source,GX 1+4,Star,Symbiotic Star,263.0089718,-24.74559144,3.98E-11,Known Source,,
1031,Source,IGR J10109-5746,Star,Symbiotic Star,152.7622634,-57.80387455,1.54E-11,Known Source,,
1032,Source,IGR J12349-6434,Star,Symbiotic Star,188.7239005,-64.56558306,3.53E-11,Known Source,,
1033,Source,T CrB,Star,Symbiotic Star,239.8756759,25.92017038,8.37E-12,Known Source,,
1034,Source,1E 1024.0-5732,Star,Wolf-Rayet Star,156.4854269,-57.81208867,3.8E-12,Known Source,,
1035,Source,AX J1632.8-4746,Star,Wolf-Rayet Star,248.202129,-47.751742,5.53E-12,Known Source,,
1036,Source,1RXS J170410.9-443131,Unclassified,Unclassified,256.0454,-44.5253,1.5E-10,Known Source,,
1037,Source,1RXS J175721.2-304405,Unclassified,Unclassified,269.3383,-30.7347,3.76E-11,Known Source,,
1038,Source,4PBC J1842.8-0506,Unclassified,Unclassified,280.7976142,-5.095973294,6.94E-12,Known Source,,
1039,Source,4PBC J2008.7+3221,Unclassified,Unclassified,302.18399,32.30505909,3.53E-12,Known Source,,
1040,Source,4U 0103-21,Unclassified,Unclassified,15.675,-21.882,2.22E-11,Known Source,,
1041,Source,4U 0854-44,Unclassified,Unclassified,133.5,-46.9,,Known Source,,
1042,Source,4U 0923-31,Unclassified,Unclassified,140.396,-31.445,2.3E-10,Known Source,,
1043,Source,4U 1614-27,Unclassified,Unclassified,243.579,-28.738,,Known Source,,
1044,Source,4U 1636+05,Unclassified,Unclassified,251.142,4.148,,Known Source,,
1045,Source,4U 1708-23,Unclassified,Unclassified,257.096,-22.803,,Known Source,,
1046,Source,4U 2048+44,Unclassified,Unclassified,312.8,44.6,,Known Source,,
1047,Source,4U 2344+08,Unclassified,Unclassified,356.8,8.9,,Known Source,,
1048,Source,AX J1542.5-5519,Unclassified,Unclassified,235.642,-55.322,9.65E-12,Known Source,,
1049,Source,AX J1705.6-4038,Unclassified,Unclassified,256.4212,-40.6472,0.00000398,Known Source,,
1050,Source,AX J1720.8-3710,Unclassified,Unclassified,260.212,-37.173,0.00000414,Known Source,,
1051,Source,AX J1726.7-3540,Unclassified,Unclassified,261.6746,-35.675,2.37E-12,Known Source,,
1052,Source,AX J1740.1-3102,Unclassified,Unclassified,265.0375,-31.04,,Known Source,,
1053,Source,AX J1754.0-2929,Unclassified,Unclassified,268.5,-29.48,2.11E-12,Known Source,,
1054,Source,AX J1818.8-1559,Unclassified,Unclassified,274.721,-15.992,1.82E-12,Known Source,,
